月份,Sheet,问题类型,包名,发货单号,字段,原始值,处理后值,原始行号,处理后行号,说明
4月,口腔科,字段不一致-单价,成型夹-1/Z7520,1594726,单价,3.85,5.6,29,28,原始按器械数×基础单价(3.85)计费；处理后按标准价(5.6)计费
4月,口腔科,字段不一致-总价,成型夹-1/Z7520,1594726,总价,3.85,5.6,29,28,原始按器械数×基础单价(3.85)计费；处理后按标准价(5.6)计费
4月,口腔科,汇总不一致-总价,口腔科,,总价,600.250000000001,602.000000000001,11,10,
