月份,Sheet,问题类型,包名,发货单号,字段,原始值,处理后值,原始行号,处理后行号,说明
3月,手术室,字段不一致-单价,腹腔镜器械-4件/W12050,1588883,单价,22.0,88.0,31,31,原始按器械数×基础单价(22)计费；处理后按标准价(88)计费
3月,手术室,字段不一致-总价,腹腔镜器械-4件/W12050,1588883,总价,22.0,88.0,31,31,原始按器械数×基础单价(22)计费；处理后按标准价(88)计费
3月,手术室,汇总不一致-总价,手术室,,总价,2294.0,2360.0,8,8,
