科室,原始行,发货单号,包名,包数,原单价,处理后单价,原总价,处理后总价,规则覆盖,匹配规则,说明
全部科室(汇总对比),19,1596235,胆囊包18件（盒1）,1.0,388.0,300.0,388.0,300.0,default_heuristic,标准计费引擎（启发式）,原始按器械数×基础单价(388)计费；处理后按标准价(300)计费
全部科室(汇总对比),20,1596235,胃肠阑尾,1.0,209.0,165.0,209.0,165.0,default_heuristic,标准计费引擎（启发式）,原始按器械数×基础单价(209)计费；处理后按标准价(165)计费
全部科室(汇总对比),44,1598239,胃肠阑尾,1.0,209.0,165.0,209.0,165.0,default_heuristic,标准计费引擎（启发式）,原始按器械数×基础单价(209)计费；处理后按标准价(165)计费
全部科室(汇总对比),94,1599731,克氏针-3/z7534,1.0,16.5,8.0,16.5,8.0,special_rule,FIXED_PRICE(关键词匹配),原始按器械数×基础单价(16.5)计费；处理后按标准价(8)计费
全部科室(汇总对比),100,1600392,胃肠阑尾,1.0,209.0,165.0,209.0,165.0,default_heuristic,标准计费引擎（启发式）,原始按器械数×基础单价(209)计费；处理后按标准价(165)计费
全部科室(汇总对比),115,1600680,普外腔镜器械包,1.0,366.0,300.0,366.0,300.0,default_heuristic,标准计费引擎（启发式）,原始按器械数×基础单价(366)计费；处理后按标准价(300)计费
全部科室(汇总对比),135,1602685,胃肠阑尾,1.0,209.0,165.0,209.0,165.0,default_heuristic,标准计费引擎（启发式）,原始按器械数×基础单价(209)计费；处理后按标准价(165)计费
