科室,原始行,发货单号,包名,包数,原单价,处理后单价,原总价,处理后总价,规则覆盖,匹配规则,说明
计划生育,12,1608922,扩棒（6.5 7 7.5）-3件z7526,1.0,16.5,8.0,16.5,8.0,,,原始按器械数×基础单价(16.5)计费；处理后按标准价(8)计费
计划生育,23,1611043,扩棒（4 4.5 5）-3/z7526,1.0,16.5,24.0,16.5,24.0,,,原始按器械数×基础单价(16.5)计费；处理后按标准价(24)计费
计划生育,34,1613091,扩棒（4 4.5 5）-3/z7526,1.0,16.5,24.0,16.5,24.0,,,原始按器械数×基础单价(16.5)计费；处理后按标准价(24)计费
计划生育,38,1614022,扩棒（6.5 7 7.5）-3件z7526,1.0,16.5,8.0,16.5,8.0,,,原始按器械数×基础单价(16.5)计费；处理后按标准价(8)计费
