月份,Sheet,问题类型,包名,发货单号,字段,原始值,处理后值,原始行号,处理后行号,说明
5月,分娩室,字段不一致-单价,带架方盘-1/Z3044,1600506,单价,16.5,16.0,12,11,原始按器械数×基础单价(16.5)计费；处理后按标准价(16)计费
5月,手术室,字段不一致-单价,手柄-1/Z1526,1602236,单价,22.0,25.0,38,38,原始按器械数×基础单价(22)计费；处理后按标准价(25)计费
6月,手术室,缺失行,腹腔镜包,1611053,整行,2.0/148.5/297.0,,38,,
6月,手术室,多余行,腹腔镜包,1610643,整行,,2.0/148.5/297.0,,38,
