月份,Sheet,问题类型,包名,发货单号,字段,原始值,处理后值,原始行号,处理后行号,说明
2月,全部科室(汇总对比),汇总不一致-总价,手术室,,总价,1470.5,1004.0,11,10,
6月,手术室,字段不一致-单价,环钻包,1609398,单价,30.5,27.5,16,15,原始按器械数×基础单价(30.5)计费；处理后按标准价(27.5)计费
6月,手术室,字段不一致-总价,环钻包,1609398,总价,61.0,55.0,16,15,原始按器械数×基础单价(30.5)计费；处理后按标准价(27.5)计费
6月,手术室,字段不一致-单价,环钻包,1614554,单价,30.5,27.5,46,45,原始按器械数×基础单价(30.5)计费；处理后按标准价(27.5)计费
6月,手术室,字段不一致-总价,环钻包,1614554,总价,30.5,27.5,46,45,原始按器械数×基础单价(30.5)计费；处理后按标准价(27.5)计费
6月,手术室,汇总不一致-总价,手术室,,总价,1568.0,1559.0,11,10,
