科室,原始行,发货单号,包名,包数,原单价,处理后单价,原总价,处理后总价,规则覆盖,匹配规则,说明
全部科室(汇总对比),17,1618481,子痫包-3件/Z1526,1.0,22.0,16.5,22.0,16.5,special_rule,上德子痫包16.5,原始按器械数×基础单价(22)计费；处理后按标准价(16.5)计费
全部科室(汇总对比),279,1620930,优视加件-11件/w9050,1.0,209.0,187.0,209.0,187.0,special_rule,上德优视加件187,原始按器械数×基础单价(209)计费；处理后按标准价(187)计费
