科室,原始行,发货单号,包名,包数,原单价,处理后单价,原总价,处理后总价,规则覆盖,匹配规则,说明
全部科室(汇总对比),50,1596811,扩棒（8-10号）-5件/z1530,1.0,23.1,19.25,23.1,19.25,default_heuristic,标准计费引擎（启发式）,原始按器械数×基础单价(23.1)计费；处理后按标准价(19.25)计费
全部科室(汇总对比),562,1596160,儿童头钉-4/双保Z7520,1.0,19.25,15.4,19.25,15.4,special_rule,FIXED_PRICE(关键词匹配),原始按器械数×基础单价(19.25)计费；处理后按标准价(15.4)计费
