sheet	row	orderNo	packName	packCount	unitPrice	ruleUnit	status	pricingRule
手术室	13	1611173	ICL器械-8件（盒1）/W6050	2	49.5	24.75	warning	≥3件器械包单价2.75
手术室	14	1611173	白内障器械-11件（盒1）/W6050	1	66.0	33.0	warning	≥3件器械包单价2.75
手术室	15	1611173	白内障器械-13件（盒1）/W6050	1	77.0	38.5	warning	≥3件器械包单价2.75
手术室	20	1612360	ICL器械-8件（盒1）/W6050	2	49.5	24.75	warning	≥3件器械包单价2.75
手术室	21	1612360	屈光器械盘（周）-15盒1/W6050	2	88.0	44.0	warning	≥3件器械包单价2.75
手术室	22	1612360	屈光器械盘（周）-17件盒1/W6050	1	99.0	49.5	warning	≥3件器械包单价2.75
手术室	25	1614893	ICL器械-8件（盒1）/W6050	2	49.5	24.75	warning	≥3件器械包单价2.75
手术室	26	1614893	屈光器械盘（周）-15盒1/W6050	2	88.0	44.0	warning	≥3件器械包单价2.75
