月份,Sheet,问题类型,包名,发货单号,字段,原始值,处理后值,原始行号,处理后行号,说明
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1570254,整行,6.0/6.4/38.4,,60,,
1月,全部科室(汇总对比),缺失行,组织钳-1/Z1026,1570254,整行,3.0/6.4/19.2,,61,,
1月,全部科室(汇总对比),缺失行,镊子44弯针6吸引管32喉镜6盘1/w9050,1570254,整行,1.0/391.6/391.6,,62,,
1月,全部科室(汇总对比),缺失行,橄榄头-20/Z2030,1570294,整行,5.0/70.4/352.0,,63,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1570595,整行,6.0/114.4/686.4,,64,,
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1570595,整行,10.0/6.4/64.0,,65,,
1月,全部科室(汇总对比),缺失行,镊子67弯针7吸引管58喉镜6盘1/w9050,1570595,整行,1.0/611.6/611.6,,66,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1571007,整行,6.0/114.4/686.4,,67,,
1月,全部科室(汇总对比),缺失行,组织钳-1/Z1026,1571007,整行,1.0/6.4/6.4,,68,,
1月,全部科室(汇总对比),缺失行,镊子42弯针5吸引管38喉镜8盘1/w9050,1571007,整行,1.0/413.6/413.6,,69,,
1月,全部科室(汇总对比),缺失行,橄榄头-20/Z2030,1571021,整行,6.0/70.4/422.4,,70,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1571298,整行,5.0/114.4/572.0,,71,,
1月,全部科室(汇总对比),缺失行,穿刺针-1/Z7526,1571298,整行,1.0/6.4/6.4,,72,,
1月,全部科室(汇总对比),缺失行,烙治头-1/Z7534,1571298,整行,1.0/6.4/6.4,,73,,
1月,全部科室(汇总对比),缺失行,组织钳-1/Z1026,1571298,整行,1.0/6.4/6.4,,74,,
1月,全部科室(汇总对比),缺失行,镊子50弯针9吸引管32喉镜20盘1/w9050,1571298,整行,1.0/492.8/492.8,,75,,
1月,全部科室(汇总对比),缺失行,鼻镜25 方盘1/W9050,1571515,整行,2.0/114.4/228.8,,76,,
